Barcode_i	Barcode_j	C_ij.HetDipl	C_ij.NoDrug	C_ij.DMSO	C_ij.MMS	C_ij.4NQO	C_ij.BLMC	C_ij.ZEOC	C_ij.HYDX	C_ij.DXRB	C_ij.CMPT	C_ij.CSPL	GIS_ij.NoDrug	GIS_ij.DMSO	GIS_ij.MMS	GIS_ij.4NQO	GIS_ij.BLMC	GIS_ij.ZEOC	GIS_ij.HYDX	GIS_ij.DXRB	GIS_ij.CMPT	GIS_ij.CSPL	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_i	Type_of_gene_j	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS
PSY3_donor_2	NGL3_recipient_1	269316	290648	287678	241679	355971	259060	235151	256840	281940	279420	283569	0.16399465	0.15624339	0.215354834	0.275565433	0.110904512	0.094617114	0.147093529	0.177302021	0.252637131	0.142185625	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	CLA4_recipient_1	23350	11624	11226	3040	11763	11344	9515	9602	8455	5374	8034	0.036804816	0.051008033	-0.075714911	0.091850306	-0.022413799	-0.054267816	-0.013283374	0.006350715	-0.014113094	-0.007991112	NA	no	DNA_repair	DNA_repair	0.029901	-0.093502	NEUTRAL	AGGRAVATING
PSY3_donor_2	NGL3_recipient_2	57471	83583	75138	62181	83708	63549	71237	72864	78945	76182	76318	0.263681896	0.224161975	0.237779127	0.319786565	0.119396546	0.156128081	0.229227589	0.244377461	0.320605086	0.221268823	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	PSY3_recipient_1	36953	561	508	285	494	760	929	796	613	598	603	-0.845436121	-0.868514588	-0.276424425	-0.579358187	-0.729820115	-0.923378897	-0.645647492	-0.781602097	-0.526464351	-0.86877896	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
PSY3_donor_2	PSY3_recipient_2	93543	684	619	330	620	1075	1252	1172	728	759	780	-0.373281486	-0.390996461	-0.129483197	-0.265769512	-0.339563788	-0.429996579	-0.319852963	-0.340013814	-0.213878043	-0.412180093	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
PSY3_donor_2	RAD18_recipient_1	8502	4416	3904	1476	185	4591	3960	474	4833	5612	4076	0.152138643	0.135102683	0.062155977	-0.04361674	0.087386111	0.08502388	-0.226712837	0.138743656	0.18609346	0.115060549	NA	no	DNA_repair	DNA_repair	-0.026991	0.010341	NEUTRAL	NEUTRAL
PSY3_donor_2	RAD18_recipient_2	35727	26562	24074	7601	1015	27927	27307	7242	28549	34938	24025	0.201810545	0.197717249	0.070199822	-0.060178609	0.145616394	0.125872136	-0.225946244	0.190346829	0.295598264	0.147739513	NA	no	DNA_repair	DNA_repair	-0.026991	0.010341	NEUTRAL	NEUTRAL
PSY3_donor_2	RAD51_recipient_1	10129	4475	4103	3554	3936	7615	5544	6988	3888	3869	4720	0.100525987	0.071180842	0.133931149	0.100163072	0.204817791	0.089827607	0.180253924	0.09329495	0.106363738	0.105965811	NA	no	DNA_repair	DNA_repair	-0.053323	0.014382	NEUTRAL	NEUTRAL
PSY3_donor_2	RAD52_recipient_1	6966	2442	2308	1595	250	2106	1998	5147	2304	2405	2991	0.051986347	0.038762687	0.067584752	-0.105465542	-0.313906187	-0.262734902	0.091506461	0.049309353	0.071426466	0.059822605	NA	no	DNA_repair	DNA_repair	0.00032	0.003662	NEUTRAL	NEUTRAL
PSY3_donor_2	RAD54_recipient_1	9254	3919	3913	2751	3111	7969	6438	7157	2755	2599	4739	0.094001897	0.09804414	0.111447446	0.090115944	0.193974849	0.084473694	0.185047266	0.046496564	0.054525173	0.131045627	NA	no	DNA_repair	DNA_repair	-0.003461	0.141709	NEUTRAL	ALLEVIATING
PSY3_donor_2	RAD54_recipient_2	35525	14810	14295	9183	11810	24537	19219	22492	9263	9453	15711	0.064657171	0.061814636	0.087226477	0.082521905	0.046739005	-0.010471384	0.065006163	0.032734753	0.048154875	0.067364201	NA	no	DNA_repair	DNA_repair	-0.003461	0.141709	NEUTRAL	ALLEVIATING
PSY3_donor_2	RAD55_recipient_1	15696	4097	4185	3003	4059	6759	5313	6455	2910	2789	4344	0.058260625	0.0609354	0.066742494	0.066925544	0.082219351	0.037643955	0.08422684	0.044397308	0.044785346	0.052872062	NA	no	DNA_repair	DNA_repair	-0.0063	0.073991	NEUTRAL	ALLEVIATING
PSY3_donor_2	CSM2_recipient_1	32875	54410	48510	30735	40555	60182	67503	62431	48599	45381	58682	0.563996872	0.492759493	0.375865615	0.371348982	0.735037088	0.779382177	0.894319919	0.4052655	0.357706556	0.663195917	NA	no	DNA_repair	DNA_repair	0.010588	0.115853	NEUTRAL	ALLEVIATING
PSY3_donor_2	RAD57_recipient_1	33721	19453	17827	11099	15103	26235	2025	2960	8105	7209	19240	0.096706692	0.083242752	0.120532925	0.122064658	0.049796492	-0.374002346	-0.377354855	0.004353507	0.012552449	0.079792003	NA	no	DNA_repair	DNA_repair	-0.031662	0.074994	NEUTRAL	ALLEVIATING
PSY3_donor_2	RAD59_recipient_1	90481	93552	91161	49908	87266	67897	81810	67880	97351	14800	98342	0.261395996	0.225837886	0.165399659	0.226571445	0.061125112	0.151799457	0.092408442	0.281291701	-0.010834638	0.251450573	NA	no	DNA_repair	DNA_repair	-0.008418	-0.014876	NEUTRAL	NEUTRAL
PSY3_donor_2	RAD5_recipient_1	27256	20661	19608	6810	900	24283	17803	19674	19015	20912	17318	0.124752912	0.129123341	0.067681146	-0.101238444	0.024043788	-0.021404087	0.038057674	0.085400068	0.163938881	0.067629042	664326	no	DNA_repair	DNA_repair	-0.047156	0.031883	AGGRAVATING	ALLEVIATING
PSY3_donor_2	RAD5_recipient_2	79892	51789	47165	18385	2315	59889	49002	53382	55199	56734	48539	0.175415555	0.167388936	0.072625892	-0.075231963	0.173632335	0.119368636	0.156671786	0.176783222	0.214742099	0.141086738	664326	no	DNA_repair	DNA_repair	-0.047156	0.031883	AGGRAVATING	ALLEVIATING
PSY3_donor_2	RAD61_recipient_1	26052	22634	22107	14166	18808	22893	29380	14870	28078	0	22905	0.041656746	0.02264679	0.089891844	0.07177649	-0.17763901	-0.054641652	-0.146442176	0.079217781	-0.130076487	0.039561998	NA	no	DNA_repair	DNA_repair	-0.003203	0.005985	NEUTRAL	NEUTRAL
PSY3_donor_2	RTT101_recipient_1	14801	4042	3872	2260	2640	9850	12032	8426	4581	1843	5949	0.077083995	0.070904167	0.054861591	0.047178171	0.191756057	0.233712669	0.16930568	0.093628513	0.023833107	0.122644915	NA	no	DNA_repair	DNA_repair	-0.01921	0.00427	NEUTRAL	NEUTRAL
PSY3_donor_2	RTT101_recipient_2	11555	3882	3777	1935	3025	6347	6675	6014	2674	0	5605	0.067996945	0.067884322	0.052150077	0.060281574	0.0301481	0.026922611	0.052460537	0.028623381	-0.038645698	0.111121367	NA	no	DNA_repair	DNA_repair	-0.01921	0.00427	NEUTRAL	NEUTRAL
PSY3_donor_2	RTT107_recipient_1	11287	9250	8945	460	8440	11683	14302	514	5172	2738	9843	0.138040554	0.137645953	-0.099255283	0.170648604	0.151161245	0.148191366	-0.463827338	0.035421896	0.020470982	0.143259414	NA	no	DNA_repair	DNA_repair	-0.025183	-0.099275	NEUTRAL	AGGRAVATING
PSY3_donor_2	SGS1_recipient_1	38417	30923	32616	17289	25679	33666	37827	24637	25368	9072	25853	0.293638852	0.332131021	0.202817029	0.293647853	0.124831259	0.205014022	0.09185265	0.20600268	0.000295034	0.247467768	NA	no	DNA_repair	DNA_repair	0.11078	0.210915	ALLEVIATING	ALLEVIATING
PSY3_donor_2	SHU1_recipient_1	40405	58835	61680	35185	42915	73749	72431	70703	61559	57955	63748	0.484370673	0.626029328	0.361842289	0.425827096	0.799973408	0.745305476	0.781621911	0.476497959	0.453226257	0.567462641	NA	no	DNA_repair	DNA_repair	-0.024425	0.095097	NEUTRAL	ALLEVIATING
PSY3_donor_2	CSM2_recipient_2	56692	125700	114700	59925	105715	96791	116498	118832	118493	100407	126303	0.556645744	0.548986038	0.330917673	0.420219334	0.714571422	0.76275764	0.951481188	0.449842518	0.442743631	0.633647968	NA	no	DNA_repair	DNA_repair	0.010588	0.115853	NEUTRAL	ALLEVIATING
PSY3_donor_2	SHU1_recipient_2	32964	53465	57850	32460	46765	61439	69600	62598	52811	51236	52674	0.520611003	0.70821253	0.401998554	0.476047475	0.759742318	0.854279096	0.828738248	0.470884842	0.453993293	0.499686771	NA	no	DNA_repair	DNA_repair	-0.024425	0.095097	NEUTRAL	ALLEVIATING
PSY3_donor_2	SHU2_recipient_1	51942	46390	41590	33245	42510	51387	62699	56227	57307	56987	51051	0.352465211	0.343250723	0.311735089	0.352750909	0.418471789	0.46481645	0.44834718	0.424255815	0.391448	0.388815056	NA	no	DNA_repair	DNA_repair	-0.006561	0.106808	NEUTRAL	ALLEVIATING
PSY3_donor_2	SHU2_recipient_2	71283	87975	100360	65980	93010	95754	99218	95135	100601	89889	113972	0.399954408	0.57926267	0.41602506	0.474738922	0.476678367	0.491676249	0.522573467	0.483524474	0.363026591	0.636849195	NA	no	DNA_repair	DNA_repair	-0.006561	0.106808	NEUTRAL	ALLEVIATING
PSY3_donor_2	SLX4_recipient_1	58976	64840	61635	13670	32465	13366	9227	39308	53268	33460	55723	0.161246064	0.154916383	-0.118041569	-0.112301965	-0.424289561	-0.4864422	-0.001888062	0.138900014	0.064569743	0.116068754	457299	no	DNA_repair	DNA_repair	-0.012712	-0.115031	NEUTRAL	AGGRAVATING
PSY3_donor_2	SRS2_recipient_1	36040	36524	36401	24445	32414	33844	41622	22726	35388	16090	34008	0.274380659	0.288812308	0.255593759	0.364489273	0.049840745	0.128487245	-0.030031421	0.235556312	0.082927966	0.192166691	NA	no	DNA_repair	DNA_repair	0.013633	0.097493	NEUTRAL	ALLEVIATING
PSY3_donor_2	SRS2_recipient_2	52265	57444	56953	36787	50111	47451	62467	34807	59003	26524	55213	0.313549174	0.329513574	0.257246077	0.386293366	0.113148957	0.181671872	0.048913964	0.314895639	0.116992769	0.26853105	NA	no	DNA_repair	DNA_repair	0.013633	0.097493	NEUTRAL	ALLEVIATING
PSY3_donor_2	YBR259W_recipient_1	102420	123108	115045	119585	131383	99056	107592	109602	121566	119497	115159	0.162067871	0.142553935	0.345253954	0.250755136	0.07566033	0.08207884	0.13981278	0.174188945	0.260792628	0.135906671	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	YCL047C_recipient_1	34182	18918	18237	15650	18169	19220	20448	17447	22539	24920	20998	0.153159903	0.147701599	0.155154888	0.172365646	0.145146996	0.160699313	0.140755843	0.186923349	0.24106393	0.164260796	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	YDL027C_recipient_1	43776	41946	39502	32707	42192	48767	50805	43697	45417	63949	43534	0.227790665	0.209937732	0.20575714	0.265399142	0.281262016	0.322706078	0.271904921	0.253737874	0.48554382	0.230183773	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	YDL027C_recipient_2	77645	83993	79082	66491	85971	57467	66712	57967	83655	78247	76770	0.178676683	0.17759	0.194389836	0.258007225	-0.028078146	0.02756415	0.020370681	0.16557734	0.183486827	0.133822086	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	CSM3_recipient_1	39245	16245	14571	11296	11706	26963	20902	21857	17553	9212	17272	0.066770857	0.05213334	0.077989789	0.05688311	0.09663841	0.02960784	0.097043763	0.087416802	0.041520162	0.072207098	NA	no	DNA_repair	DNA_repair	-0.009143	0.031175	NEUTRAL	NEUTRAL
PSY3_donor_2	YFR057W_recipient_1	92596	82442	81741	71471	89576	58177	74586	67023	87405	100055	78700	0.133370401	0.168569028	0.229253654	0.231946889	0.002383295	0.057765219	0.05080223	0.139698977	0.275640393	0.12241605	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	YKR011C_recipient_1	43508	52590	50740	51664	58459	45981	52582	46683	48538	60674	45226	0.061215882	0.032740239	0.27369132	0.172208545	0.087490502	-0.029736075	0.139545185	0.062887663	0.338195584	0.017664907	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	YKR011C_recipient_2	39285	41550	39662	35776	43159	36999	41344	33234	46347	52956	41110	0.161055803	0.151561256	0.225979704	0.231843883	0.059736466	0.107184906	0.081637159	0.207846856	0.326925303	0.14453045	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	YLR179C_recipient_1	35453	56756	58939	42880	63621	39396	38409	44160	56972	56600	52278	0.284471189	0.307113975	0.266888903	0.41337978	0.083372575	0.108216808	0.157472854	0.291859041	0.385369082	0.236694529	358113	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	YLR179C_recipient_2	50290	58798	53457	44805	55417	45536	49256	48475	56257	59306	54277	0.19143587	0.165844321	0.194595813	0.221539192	0.043558314	0.10014364	0.084157449	0.183972873	0.270468327	0.133617866	358113	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	YLR356W_recipient_1	84338	36943	16400	14595	41153	28090	23483	27903	42686	41309	42029	-0.252989681	-0.473791363	-0.243471053	-0.235113592	-0.161468197	-0.301383256	-0.23082084	-0.215371237	-0.068203064	-0.207361138	31912	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	YLR356W_recipient_2	57749	8310	8270	7845	18051	8967	1766	7514	11521	10509	10914	-0.342807166	-0.347520575	-0.173488986	-0.148247464	-0.395819384	-0.339791047	-0.327961793	-0.328839644	-0.179408957	-0.357488587	31912	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	CSM3_recipient_2	7803	3336	3047	2650	3442	3917	3592	3360	2866	1261	3155	0.065984483	0.053121372	0.097742444	0.110429468	-0.001050907	0.011253898	0.035333924	0.038567569	0.011381819	0.04952264	NA	no	DNA_repair	DNA_repair	-0.009143	0.031175	NEUTRAL	NEUTRAL
PSY3_donor_2	FLO8_recipient_1	38077	37490	37000	30015	39367	38545	40275	35786	41864	49035	39160	0.201707137	0.223906862	0.214149247	0.283572593	0.145331249	0.173101036	0.170526151	0.248520503	0.359319083	0.200564823	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	FLO8_recipient_2	27784	42571	41715	35004	46918	24675	33505	33191	36023	37010	35562	0.291146754	0.316415412	0.313338508	0.415961989	-0.038832007	0.091598785	0.157915333	0.183912996	0.256623433	0.172334705	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
PSY3_donor_2	GAL2_recipient_2	41327	55248	53398	43513	59345	31576	49898	38173	52293	61361	49493	0.174941996	0.172775385	0.207294927	0.288813124	-0.074773317	0.100695947	0.007363379	0.161776178	0.315335474	0.139817937	580890	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD51_donor_1	APT2_recipient_1	2100	1128	1021	859	1030	2304	1438	1840	931	995	1161	0.126754734	0.132776193	0.117888581	0.111653149	0.182963525	0.066226128	0.105130457	0.086451189	0.100531917	0.102088985	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD51_donor_1	GAL2_recipient_1	1225	932	874	772	855	1579	1162	1460	827	878	988	0.111652949	0.124260989	0.125854447	0.108637231	0.086867964	0.105323068	0.10857037	0.11203895	0.129459392	0.116037377	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD51_donor_1	HO_recipient_1	2170	1909	1659	1610	1751	3003	2914	3020	1612	1572	1894	0.079391732	0.012820973	0.122567735	0.037081945	0.173985677	0.001768222	0.18062742	0.11519553	0.08855619	0.082451164	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD51_donor_1	HO_recipient_2	2390	2378	2187	1919	2267	3862	3270	3660	2047	2273	2635	0.151541342	0.159604174	0.161580884	0.144455238	0.22694232	0.117252004	0.226421011	0.138888673	0.141972223	0.139752418	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD51_donor_1	MAG1_recipient_1	245	120	100	5	150	252	222	248	117	114	164	-0.043389744	-0.115244902	-0.095543554	0.074579756	0.128645352	0.115406555	0.133515845	0.019976296	-0.013290462	0.087393943	103964	no	DNA_repair	DNA_repair	0.009276	-0.184353	NEUTRAL	AGGRAVATING
RAD51_donor_1	MAL13_recipient_1	1580	1148	997	802	1057	2029	1519	1777	1045	1111	1248	0.184765835	0.158384238	0.103875755	0.161601246	0.248175174	0.189997152	0.193320145	0.175467096	0.17036975	0.202784459	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD51_donor_1	MMS1_recipient_1	435	120	95	30	168	447	235	351	156	178	92	-0.009413522	-0.031055427	-0.024731463	0.104295685	0.108288534	-0.110461097	0.028582642	0.120721704	0.183578906	-0.175400654	NA	no	DNA_repair	DNA_repair	-0.029456	-0.053317	NEUTRAL	NEUTRAL
RAD51_donor_1	MMS4_recipient_1	675	415	402	315	424	681	522	622	351	359	426	0.128823116	0.129691111	0.179051341	0.201586552	0.037514853	0.04545631	0.095256196	0.175934263	0.213078956	0.128185055	NA	no	DNA_repair	DNA_repair	-0.007728	-0.011084	NEUTRAL	NEUTRAL
RAD51_donor_1	MPH1_recipient_1	270	87	154	151	100	42	43	196	14	99	164	-0.029439842	0.172391345	0.249285467	0.060926275	-0.500188958	-0.583954465	0.185625818	-0.197737178	-0.044697216	0.147290097	NA	no	DNA_repair	DNA_repair	-0.035461	0.027277	AGGRAVATING	ALLEVIATING
RAD51_donor_1	MUS81_recipient_1	225	114	119	92	108	233	168	225	88	87	122	0.11972794	0.141378511	0.157532654	0.162181763	0.104781003	0.105887656	0.284167577	0.158585327	0.200445156	0.135749419	NA	no	DNA_repair	DNA_repair	-0.015306	-0.039076	NEUTRAL	NEUTRAL
RAD51_donor_1	NGL3_recipient_1	9195	7098	7087	5913	7966	10237	7932	9818	6328	6436	7334	0.117275785	0.140202385	0.125505964	0.136425868	0.034067195	0.099764429	0.056217132	0.144435919	0.167241945	0.107713608	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD51_donor_1	CLA4_recipient_1	705	293	285	20	288	574	431	529	265	293	306	0.072757238	0.100392961	-0.10934385	0.099329447	0.127675962	0.125851825	0.154470855	0.121416244	0.157034165	0.129592837	NA	no	DNA_repair	DNA_repair	0.007916	-0.221307	NEUTRAL	AGGRAVATING
RAD51_donor_1	NGL3_recipient_2	1760	1540	1424	1514	1713	2100	1889	2352	1309	1331	1568	0.061511004	0.077448122	0.191420209	0.175342489	-0.044119769	0.036011647	0.052528825	0.076163693	0.123594828	0.078123787	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD51_donor_1	PSY3_recipient_1	1370	1294	1074	793	1039	1851	1511	1857	1126	1110	1259	0.113330361	0.07796721	0.16878363	0.119956212	0.168975694	0.001107936	0.212433835	0.136498178	0.154259341	0.04769602	NA	no	DNA_repair	DNA_repair	-0.053323	0.014382	NEUTRAL	NEUTRAL
RAD51_donor_1	PSY3_recipient_2	5300	2994	2589	2022	2454	4585	3829	4550	2542	2584	3245	0.16347694	0.152798284	0.153689267	0.137440202	0.275284037	0.174362971	0.251455374	0.151610992	0.163774326	0.159526067	NA	no	DNA_repair	DNA_repair	-0.053323	0.014382	NEUTRAL	NEUTRAL
RAD51_donor_1	RAD18_recipient_1	320	114	91	64	82	191	140	281	85	87	156	0.098686133	0.067792765	0.093098004	0.142910114	0.029120189	0.06953769	0.343782479	0.024382081	0.013812338	0.185271287	NA	no	DNA_repair	DNA_repair	-0.050776	0.023324	AGGRAVATING	ALLEVIATING
RAD51_donor_1	RAD18_recipient_2	800	419	372	215	209	843	563	670	398	398	427	0.138638822	0.13853213	0.124040228	0.130136385	0.224602697	0.086685872	0.1615127	0.123358098	0.093049413	0.131358221	NA	no	DNA_repair	DNA_repair	-0.050776	0.023324	AGGRAVATING	ALLEVIATING
RAD51_donor_1	RAD51_recipient_1	220	1	1	1	1	2	2	2	2	2	2	-0.164054178	-0.185262994	-0.075627811	-0.122437134	-0.540009615	-0.349602686	-0.463968342	-0.110438162	-0.086031829	-0.183817181	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA
RAD51_donor_1	RAD52_recipient_1	170	125	86	55	73	256	169	225	85	107	128	0.411192876	0.271112836	0.152198811	0.216079423	0.528548998	0.341640476	0.40591008	0.257938696	0.303289535	0.37955447	NA	no	DNA_repair	DNA_repair	0.097295	0.129464	ALLEVIATING	ALLEVIATING
RAD51_donor_1	RAD54_recipient_1	235	141	131	133	127	74	349	370	96	132	139	0.297136957	0.301230544	0.312861604	0.280364282	-0.417204861	0.755856209	0.690008352	0.201870768	0.276242608	0.259211885	NA	no	DNA_repair	DNA_repair	0.093879	0.23091	ALLEVIATING	ALLEVIATING
RAD51_donor_1	RAD54_recipient_2	1045	820	816	504	639	461	1000	1220	635	693	799	0.420575329	0.481643723	0.257116502	0.326698218	-0.318519431	0.34857173	0.357832258	0.35970954	0.342473712	0.385640797	NA	no	DNA_repair	DNA_repair	0.093879	0.23091	ALLEVIATING	ALLEVIATING
RAD51_donor_1	RAD55_recipient_1	660	251	299	252	317	426	344	385	190	208	240	0.191309971	0.277388295	0.209162944	0.259785039	0.181357025	0.196900539	0.149025827	0.160113917	0.155820954	0.160702397	NA	no	DNA_repair	DNA_repair	0.074524	0.170775	ALLEVIATING	ALLEVIATING
RAD51_donor_1	CSM2_recipient_1	780	620	585	468	553	1128	998	1214	538	569	628	0.104475103	0.110109827	0.203496241	0.138417305	0.176762394	0.150771156	0.441153319	0.08544567	0.107838359	0.076767407	NA	no	DNA_repair	DNA_repair	-0.039356	0.05057	AGGRAVATING	ALLEVIATING
RAD51_donor_1	RAD57_recipient_1	640	515	490	261	422	799	664	718	335	439	412	0.370960586	0.407849501	0.195634576	0.329954646	0.268014132	0.455021379	0.307835891	0.288302848	0.355873626	0.225597071	NA	no	DNA_repair	DNA_repair	0.060628	0.177705	ALLEVIATING	ALLEVIATING
RAD51_donor_1	RAD59_recipient_1	2705	2074	1940	1417	1759	3160	2636	3249	1708	1738	2142	0.207906019	0.177621431	0.190236805	0.131031778	0.245462142	0.224055092	0.299789057	0.151705254	0.333767092	0.166045532	NA	no	DNA_repair	DNA_repair	-0.007629	0.060943	NEUTRAL	ALLEVIATING
RAD51_donor_1	RAD5_recipient_1	540	15	15	193	159	173	50	34	50	10	42	-0.305000792	-0.315084938	0.162314882	0.122252473	-0.666073897	-0.477635736	-0.640975314	-0.199723763	-0.211375044	-0.261528607	NA	no	DNA_repair	DNA_repair	-0.150437	0.036914	AGGRAVATING	ALLEVIATING
RAD51_donor_1	RAD5_recipient_2	2965	75	60	940	771	472	179	147	165	82	204	-0.211445035	-0.219592066	0.148884259	0.117628585	-0.455552225	-0.33549151	-0.443649837	-0.169731991	-0.146801529	-0.197596001	NA	no	DNA_repair	DNA_repair	-0.150437	0.036914	AGGRAVATING	ALLEVIATING
RAD51_donor_1	RAD61_recipient_1	390	141	236	133	136	415	225	488	125	114	70	-0.168788435	0.036281968	0.012127038	-0.070417033	-0.289978698	-0.493715051	0.213435219	-0.20704215	0.10025721	-0.347059145	NA	no	DNA_repair	DNA_repair	0.013541	0.007331	NEUTRAL	NEUTRAL
RAD51_donor_1	RTT101_recipient_1	395	87	77	10	36	258	258	237	91	101	77	0.075874044	0.063722283	-0.019537236	0.008760278	0.074732743	0.110353784	0.11063376	0.089852515	0.127209872	0.009289512	NA	no	DNA_repair	DNA_repair	-0.030037	-0.053213	NEUTRAL	NEUTRAL
RAD51_donor_1	RTT101_recipient_2	390	96	86	5	104	244	213	156	80	82	143	0.054668968	0.044909302	-0.03797928	0.100739106	-0.031054754	0.011538187	-0.148784027	0.067200539	0.11005028	0.084894059	NA	no	DNA_repair	DNA_repair	-0.030037	-0.053213	NEUTRAL	NEUTRAL
RAD51_donor_1	RTT107_recipient_1	420	35	35	40	240	73	468	509	103	121	41	-0.286291815	-0.304233953	-0.034514859	0.146939926	-0.780781847	0.039888428	0.309970152	-0.003600979	0.093840084	-0.328004281	NA	no	DNA_repair	DNA_repair	-0.072994	-0.144334	AGGRAVATING	AGGRAVATING
RAD51_donor_1	SGS1_recipient_1	1050	529	639	403	549	1041	867	862	499	551	576	0.155075038	0.250859423	0.17966396	0.241418165	0.042660725	0.085471159	0.110276218	0.180305036	0.234115556	0.218021442	NA	no	DNA_repair	DNA_repair	0.067819	0.086282	ALLEVIATING	ALLEVIATING
RAD51_donor_1	SHU1_recipient_1	980	784	657	591	644	1200	1056	1142	654	651	804	0.160842665	0.101922027	0.228654119	0.229249892	0.080624389	0.162155804	0.138987202	0.091049956	0.107473731	0.138309541	NA	no	DNA_repair	DNA_repair	-0.032974	0.042974	NEUTRAL	NEUTRAL
RAD51_donor_1	CSM2_recipient_2	1320	1499	1260	894	1243	1796	1670	1932	1275	1282	1566	0.051668915	-0.000410915	0.154801969	0.013742356	0.212564738	0.121269167	0.23971001	0.037933467	0.149656441	0.089663656	NA	no	DNA_repair	DNA_repair	-0.039356	0.05057	AGGRAVATING	ALLEVIATING
RAD51_donor_1	SHU1_recipient_2	875	670	462	458	617	1159	915	1053	551	629	636	0.069242205	-0.101693815	0.145822727	0.115328042	0.070692832	-0.019413122	0.077067667	0.022767982	0.090461733	0.00233505	NA	no	DNA_repair	DNA_repair	-0.032974	0.042974	NEUTRAL	NEUTRAL
RAD51_donor_1	SHU2_recipient_1	2610	1631	1378	1109	1420	2633	2097	2707	1350	1346	1628	0.241501805	0.217057066	0.191803219	0.22140389	0.314125869	0.138337384	0.290709158	0.140086991	0.117580815	0.200637536	NA	no	DNA_repair	DNA_repair	-0.021555	0.045421	NEUTRAL	ALLEVIATING
RAD51_donor_1	SHU2_recipient_2	2100	1326	1274	1009	1270	2382	1811	2380	1189	1202	1578	0.092881503	0.085078619	0.15926965	0.101146702	0.110361862	0.062439833	0.204110709	0.070657434	0.062758956	0.12463173	NA	no	DNA_repair	DNA_repair	-0.021555	0.045421	NEUTRAL	ALLEVIATING
RAD51_donor_1	SLX4_recipient_1	1830	1335	1038	115	1116	2804	1987	2477	871	950	1326	0.071660612	-0.023805108	-0.17430979	0.07203383	0.492306311	0.306435842	0.383957831	0.026984006	0.129022336	0.094941394	NA	no	DNA_repair	DNA_repair	-0.007154	-0.149762	NEUTRAL	AGGRAVATING
RAD51_donor_1	SRS2_recipient_1	830	574	540	417	444	1036	950	893	575	527	631	0.170924141	0.161647173	0.179620732	0.181681551	0.093039846	0.138112053	0.164681873	0.213976022	0.269091175	0.181196369	NA	no	DNA_repair	DNA_repair	0.015776	0.039516	NEUTRAL	NEUTRAL
RAD51_donor_1	SRS2_recipient_2	1180	898	861	605	821	1767	1497	1533	799	866	1040	0.205085905	0.210640177	0.17411227	0.281901754	0.417992309	0.261052983	0.407361175	0.182439455	0.329004257	0.266658207	NA	no	DNA_repair	DNA_repair	0.015776	0.039516	NEUTRAL	NEUTRAL
RAD51_donor_1	YBR259W_recipient_1	3310	3006	2834	2498	2940	4233	3560	4331	2659	2706	3072	0.153117754	0.172273437	0.159290365	0.154437744	0.12181559	0.120525612	0.117582797	0.16481457	0.191714705	0.162407003	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD51_donor_1	YCL047C_recipient_1	1030	451	449	403	458	871	653	783	394	422	503	0.142276022	0.162558995	0.142862221	0.168750015	0.287562885	0.198480115	0.260195675	0.09891756	0.108496684	0.142750366	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
RAD51_donor_1	YDL027C_recipient_1	1415	854	834	730	798	1598	1189	1422	743	817	923	0.100188068	0.118446436	0.112407741	0.097522511	0.102537865	0.068439103	0.122805119	0.072284077	0.06205488	0.095922916	NA	no	DNA_repair	Neutral	NA	NA	NA	NA
